"Lucky Sapling Priest Skin" src="//i.imgur.com/yE2P1Fu.png"
"Baby Bard Skin" src="//i.imgur.com/w4lixWs.png"
"The Fiddler Bard Skin" src="//i.imgur.com/JFak6B9.png"
"Twintailed Vocalist Bard Skin" src="//i.imgur.com/M7IndVA.png"
"Treacherous Trout Bard Skin" src="//i.imgur.com/iCRUDi9.png"
"Wandering Spellcaster Bard Skin" src="//i.imgur.com/DeRdfcL.png"
"Slime Bard Skin" src="//i.imgur.com/6AXUiwG.png"
"Bard - Future Seeker Tester Skin" src="//i.imgur.com/I8HFsxx.png"
"Bard - Dungeon Mastermind Skin" src="//i.imgur.com/TDLdsv9.png"
"Bard - Artist Extraordinaire Skin" src="//i.imgur.com/PItBLK7.png"
"Oryxmas Bard Skin" src="//i.imgur.com/y33VD3D.png"
"Bard - Cyber Cop Skin" src="//i.imgur.com/fDPFwIy.png"
"Stone Bard Skin" src="//i.imgur.com/jKOWxcE.png"
"Mini Angelic Bard Skin" src="//i.imgur.com/3SerZL6.png"
"Brad the Bard Skin" src="//i.imgur.com/C8vARub.png"
"Construction Bard Skin" src="//i.imgur.com/uv1ujwR.png"
"Exalted Bard Skin" src="//i.imgur.com/b6u02uo.png"
"Bard - Magnificent Maestro Skin" src="//i.imgur.com/GFL4HwW.png"
"Marching Band Drummer Bard Skin" src="//i.imgur.com/g8bnwgI.png"
"Cheerleading Bard Skin" src="//i.imgur.com/iGi934y.png"
"Bard - Content Master Skin" src="//i.imgur.com/MJfIkpC.png"
"Serenading Bard Skin" src="//i.imgur.com/kdl4nwZ.png"
"Baaard Bard Skin" src="//i.imgur.com/Um6JlS7.png"
"Mystery Bard Skin" src="//i.imgur.com/1Yq2JjQ.png"
"Veteran Bard Skin" src="//i.imgur.com/gLTErfu.png"
"Summoner Skin" src="//i.imgur.com/hl0he2Z.png"
"Grey Gal Summoner Skin" src="//i.imgur.com/RsNPMJs.png"
"Prankster Primate Summoner Skin" src="//i.imgur.com/hSwHVkH.png"
"Zoologist Summoner Skin" src="//i.imgur.com/2KCD4T8.png"
"Playful Spirit Summoner Skin" src="//i.imgur.com/rUn70j6.png"
"Mini Scientific Summoner Skin" src="//i.imgur.com/8QVkaXz.png"
"Construction Summoner Skin" src="//i.imgur.com/b7TMR5a.png"
"Summoner - Artist Extraordinaire Skin" src="//i.imgur.com/nWIrQOZ.png"
"Summoner - Dungeon Mastermind Skin" src="//i.imgur.com/Ocdxv3D.png"
"Summoner - Future Seeker Tester Skin" src="//i.imgur.com/hFP12o4.png"
"Summoner - Cyber Cop Skin" src="//i.imgur.com/N7MAkQ6.png"
"Summoner - Magnificent Maestro Skin" src="//i.imgur.com/OS4HEKy.png"
"Summoner - Content Master Skin" src="//i.imgur.com/iknDkJu.png"
"Stone Summoner Skin" src="//i.imgur.com/icBt8uI.png"
"Slime Summoner Skin" src="//i.imgur.com/SICiXIz.png"
"Exalted Summoner Skin" src="//i.imgur.com/yBL4TV7.png"
"Mauve Magus Summoner Skin" src="//i.imgur.com/d3i6cin.png"
"Night Elf Summoner Skin" src="//i.imgur.com/YGthaZq.png"
"Bunny Summoner Skin" src="//i.imgur.com/b5eFUyJ.png"
"Menagerie Master Summoner Skin" src="//i.imgur.com/Fq5KkTy.png"
"Veteran Summoner Skin" src="//i.imgur.com/9M3knn6.png"
"Alien Abductor Summoner Skin" src="//i.imgur.com/tW8Y1K9.png"
"Swimsuit Summoner Skin" src="//i.imgur.com/2RNhONc.png"
